,Date,Trainer_id,Recruit_id,Notes
237,04-06-88,0a57cb53ba59c46fc4b692527a38a87c78d84028,a7bd43131dbc39d3ec71ddb271bdd9d47a7e5362,N/A
5240,09-11-90,f1f836cb4ea6efb2a0b1b99f41ad8b103eff4b59,a9655242db855ab50407677ae0edfe4c490c653d,N/A
6530,04-30-88,fb644351560d8296fe6da332236b1f8d61b2828a,0c155cf5320a08eb24b1c3e04d287820ee2ba91e,N/A
3853,12-17-89,e1822db470e60d090affd0956d743cb0e7cdf113,b592b7e7b362262f88aade15920d4bc19664cac5,N/A
3640,10-09-90,2e01e17467891f7c933dbaa00e1459d23db3fe4f,7639e709b84db3989316c21c67a5101ff1a0ae10,N/A
2459,10-19-87,9e6a55b6b4563e652a23be9d623ca5055c356940,773b55a2809b93e595368cabd7f1eab83d2fd6d8,N/A
7764,10-19-89,1574bddb75c78a6fd2251d61e2993b5146201319,079e950d00adf53c5aca77d79421604499e5480e,N/A
4041,08-07-90,0286dd552c9bea9a69ecb3759e7b94777635514b,d3b92f75525e5eac3bd6fe63983008c663d79b4d,N/A
8510,02-10-90,d435a6cdd786300dff204ee7c2ef942d3e9034e2,c035516ce0b3c0bd2758fdb4e14e0360ae8121a2,N/A
7178,09-27-89,cb4e5208b4cd87268b208e49452ed6e89a68e0b8,b85c337ccf5d6a885ab5cdf74fcff901f8526a3f,N/A
4956,01-18-89,887309d048beef83ad3eabf2a79a64a389ab1c9f,f751ddd352603abfa8901f475ecc200f50f52a67,N/A
706,01-30-91,17ba0791499db908433b80f37c5fbc89b870084b,d4046eaa7dae8c5d88ec47a476c2bd123b897c21,N/A
2404,02-11-89,761f22b2c1593d0bb87e0b606f990ba4974706de,135ff66f1f5bccac782e83b54515fa2ee38a2f58,N/A
1868,05-01-89,0716d9708d321ffb6a00818614779e779925365c,0905a634e2a909b0570128317e5bc1d6ee0a6028,N/A
2393,11-28-90,b6692ea5df920cad691c20319a6fffd7a4a766b8,41adafa24dec9da59f7192839d380e8041a3146b,N/A
2643,03-20-91,f1abd670358e036c31296e66b3b66c382ac00812,920f3ca36b154b43330182ccfe6a57419694ec61,N/A
7457,04-16-88,cb4e5208b4cd87268b208e49452ed6e89a68e0b8,59f62ccd6550f0bc14a025a3a6cf71e7e5694368,N/A
3475,09-21-90,761f22b2c1593d0bb87e0b606f990ba4974706de,4434a89dab7aa3c7cb5082bb843132f89bb49483,N/A
8936,09-19-89,2e01e17467891f7c933dbaa00e1459d23db3fe4f,c26a212d4d251cbc11b09322762b22a0b73f1ce5,N/A
486,11-06-87,761f22b2c1593d0bb87e0b606f990ba4974706de,97914434adc29d2bb0a9712f76649c7786ab39f1,N/A
6968,03-20-88,c1dfd96eea8cc2b62785275bca38ac261256e278,66c1112a50321a6e64c0eec20440937458da77ef,N/A
3684,02-24-90,cb4e5208b4cd87268b208e49452ed6e89a68e0b8,e9770e5e9f9929baafbed35ade61de73e7f8fbbb,N/A
9874,04-21-88,fe2ef495a1152561572949784c16bf23abb28057,440d6f14a40bb411694176e6ca5f4793bf501442,N/A
7714,03-14-90,64e095fe763fc62418378753f9402623bea9e227,08ec17bbb969512db707931f1650be2d7bf5e779,N/A
8657,01-13-90,22d200f8670dbdb3e253a90eee5098477c95c23d,0f48e82e45af3743703282c5300e403cc944c599,N/A
5705,04-26-89,ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4,2ddeeb57a79889734b953feee7880fcb26ed61b0,N/A
5602,07-23-90,1b6453892473a467d07372d45eb05abc2031647a,b531dad2c617ee02ce1e868e1a462040002d6e62,N/A
5324,10-03-90,0ade7c2cf97f75d009975f4d720d1fa6c19f4897,776353f8d9e690ae33522f62351755d5193cd765,N/A
1089,10-17-89,761f22b2c1593d0bb87e0b606f990ba4974706de,d12ce4c1446dd5b6eac60b04cf4c599b1d80f48f,N/A
9248,10-26-89,d435a6cdd786300dff204ee7c2ef942d3e9034e2,355a0c9e633b2df606616a233050f5d0164a4440,N/A
5286,02-19-90,972a67c48192728a34979d9a35164c1295401b71,55db0cc01ce7d651351a339d44a671e9a8b8d284,N/A
7907,07-16-88,af3e133428b9e25c55bc59fe534248e6a0c0f17b,bf65e978e14ae0be18dbf6af61ebaa74ee4a5705,N/A
4256,02-19-89,cb7a1d775e800fd1ee4049f7dca9e041eb9ba083,d638b3fd6b1e5e4e8948dde55361c4a6e093879a,N/A
9549,12-06-89,f1abd670358e036c31296e66b3b66c382ac00812,0678069976034691f0c9a34f117bcf5a4cfcfde1,N/A
115,04-10-88,22d200f8670dbdb3e253a90eee5098477c95c23d,72d3ab1be3d3916b59b788fa63897c0ceb7f4048,N/A
4252,11-19-87,22d200f8670dbdb3e253a90eee5098477c95c23d,d4a42f389c6f0555bfc941c398169baf5f7061e5,N/A
4654,10-26-87,bc33ea4e26e5e1af1408321416956113a4658763,237c004f7fbe5ce4c038695fed1da048c0c20257,N/A
2115,11-16-88,cb4e5208b4cd87268b208e49452ed6e89a68e0b8,7322f70ca9ce1cb05c873e43040ff564a362ad61,N/A
4201,01-17-89,b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f,a3c16ef285c5e6066d5542f0ddbcaa7c04fe5f3f,N/A
5277,09-15-88,5b384ce32d8cdef02bc3a139d4cac0a22bb029e8,7ef21023a759acd01a107b526552808e55a6366a,N/A
8613,06-01-90,827bfc458708f0b442009c9c9836f7e4b65557fb,8e7a8ee0adb1c9e0671a64919cc7f7e6f353f8ad,N/A
1054,03-18-91,98fbc42faedc02492397cb5962ea3a3ffc0a9243,15bf35c544579b70086155abe7cd3f7ffe97ab4d,N/A
8345,01-26-91,c1dfd96eea8cc2b62785275bca38ac261256e278,b0d6fc88aae8e18e089cdaa42965560a47b577f6,N/A
1537,05-14-89,b1d5781111d84f7b3fe45a0852e59758cd7a87e5,054f288839f973a0ff67e2f592bd1b308605a27d,N/A
5233,04-03-88,98fbc42faedc02492397cb5962ea3a3ffc0a9243,03739c785aedd00d8fa49a32a0e3457291620409,N/A
6412,03-06-89,af3e133428b9e25c55bc59fe534248e6a0c0f17b,31c727f35b5761a986259eb132a615fc53cff816,N/A
8950,07-21-89,632667547e7cd3e0466547863e1207a8c0c0c549,1d432e084f1c03dcdb4b663ffa8dc9c9487cf05a,N/A
1538,05-15-88,bd307a3ec329e10a2cff8fb87480823da114f8f4,d0f668cec1d71a18e0b1325f1d47ceb5e5006982,N/A
3955,10-23-88,64e095fe763fc62418378753f9402623bea9e227,37f7a32cc0045af649e18403f6d28663bb063fee,N/A
8826,04-09-88,0286dd552c9bea9a69ecb3759e7b94777635514b,9206b47013d15a76cf9ff84c7046fa52444cf066,N/A
119,06-30-90,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,0cc154873d58a0848f4d22ea9d9f979e3bd3cadd,N/A
2862,05-27-88,0ade7c2cf97f75d009975f4d720d1fa6c19f4897,0ad44c449a06df3494c7fe8b12cbadd5f18838a7,N/A
3628,10-30-87,1574bddb75c78a6fd2251d61e2993b5146201319,2d2e6b0479494ad0653fcd3889f62151ab131f83,N/A
546,02-02-88,c1dfd96eea8cc2b62785275bca38ac261256e278,c5abd6f7634e3176e9c103fbf4044556ee0cd736,N/A
3062,04-15-91,356a192b7913b04c54574d18c28d46e6395428ab,f7a6c544a7ade33dd9d9afdcc47567f58574f7f7,N/A
5577,12-01-88,64e095fe763fc62418378753f9402623bea9e227,af78431c5efc20b367b7cf0fa68f954464362f71,N/A
8200,12-13-90,b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f,97317d33cb19f541a74ce20ad550566025fc3e8f,N/A
4332,01-27-90,fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b,7196b176caab6509524d1364b4f81db2bfae1aca,N/A
67,12-19-87,4d134bc072212ace2df385dae143139da74ec0ef,461074dadb502f396fe4ad0cc8afb71fe6e5fd93,N/A
6622,04-20-88,632667547e7cd3e0466547863e1207a8c0c0c549,da25f7e775cc98dc41bcc83970439477e3c89ffc,N/A
8629,02-02-88,fc074d501302eb2b93e2554793fcaf50b3bf7291,66fa1d7ac2b278a37af2375f9e0ef7a5eebc74c4,N/A
7137,08-30-88,ca3512f4dfa95a03169c5a670a4c91a19b3077b4,8b0a915935f12f01c41c33b7d2e7a66d26eeafef,N/A
2109,11-29-87,0716d9708d321ffb6a00818614779e779925365c,bc38008f99f6fc2082fbb1823734c9564391ebbb,N/A
5689,07-19-89,0a57cb53ba59c46fc4b692527a38a87c78d84028,ad63d44967e2ab57c2f99a879387cf1fc17b7a01,N/A
1724,12-06-87,b1d5781111d84f7b3fe45a0852e59758cd7a87e5,a7d98f8c477be00f1a3c79ff4eb8b6d76e320ac1,N/A
656,12-19-88,af3e133428b9e25c55bc59fe534248e6a0c0f17b,bf0dd2833f5ee3db57ff614c68d59c8feec0c85b,N/A
7870,05-17-89,472b07b9fcf2c2451e8781e944bf5f77cd8457c8,2a03fdfc74d50ee56a3339275cdca9a07f3e1f47,N/A
4090,06-08-89,77de68daecd823babbb58edb1c8e14d7106e83bb,921b909f83240c159116ba127b67f1b34d932b59,N/A
6828,05-08-90,92cfceb39d57d914ed8b14d0e37643de0797ae56,920155475277cf18842fcc4dc30da8378671591f,N/A
7432,11-16-88,c1dfd96eea8cc2b62785275bca38ac261256e278,c711ac377c4eab89a30cc58aa6d19505bfcc9d3e,N/A
1132,02-17-91,cb7a1d775e800fd1ee4049f7dca9e041eb9ba083,e9ca62e228c4484eb3c7f1a6bb20b488364f9e63,N/A
2670,11-29-88,0716d9708d321ffb6a00818614779e779925365c,07969bb689da8702aac0cb4bd36f1338273a2780,N/A
8551,05-01-90,0286dd552c9bea9a69ecb3759e7b94777635514b,c11b938a4e76b76a26c6169a84c544c29d62c4be,N/A
9859,02-26-88,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,2dfaedd83519283f3f370e912e37a775704ed1e2,N/A
6670,11-15-88,7b52009b64fd0a2a49e6d8a939753077792b0554,040b4a302cdd0131aa941ce28d96e624334d5a9e,N/A
4553,08-09-90,f1abd670358e036c31296e66b3b66c382ac00812,89c5d67ec4662960108e31efe2f910d94642fbdd,N/A
4783,11-08-87,22d200f8670dbdb3e253a90eee5098477c95c23d,f9076ec4d8220adb71650e63b2fb5300873eb594,N/A
5113,07-18-89,1574bddb75c78a6fd2251d61e2993b5146201319,42860103f7dfc80ceaed92a21e3f1933776fec55,N/A
8731,12-10-89,761f22b2c1593d0bb87e0b606f990ba4974706de,33946e34d77b13e9168033bebce7e012ab2dc4c1,N/A
3213,03-31-90,5b384ce32d8cdef02bc3a139d4cac0a22bb029e8,dfc4345c31d41685daae4ab2b92cd9f87575ae99,N/A
5067,07-14-89,887309d048beef83ad3eabf2a79a64a389ab1c9f,4bd155f54ffe31be0f33011f245edc091a00db3d,N/A
9887,05-19-88,ca3512f4dfa95a03169c5a670a4c91a19b3077b4,05b1712ad6fb76532eda423e1b21bc0bf59087ae,N/A
6204,06-01-90,9e6a55b6b4563e652a23be9d623ca5055c356940,27ac13552d452b3f3021028c5e44ce4eba5d3a9b,N/A
6259,02-07-89,0ade7c2cf97f75d009975f4d720d1fa6c19f4897,8c1599b0db3df7652398278104e49a29c6a6b087,N/A
3106,08-12-88,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,5245addc22ba7028a469d7c190a994cb41447ef2,N/A
5798,02-28-90,f1f836cb4ea6efb2a0b1b99f41ad8b103eff4b59,09944033739bc2fb99ffc0dd5d8ffc152e3eff60,N/A
1640,07-10-89,972a67c48192728a34979d9a35164c1295401b71,de650957be8ab4160dce2d563ca986a2c48cfa82,N/A
1386,10-25-87,632667547e7cd3e0466547863e1207a8c0c0c549,36712941402e9da22c568a69c98d9cfd288e593b,N/A
425,03-31-89,98fbc42faedc02492397cb5962ea3a3ffc0a9243,e700ab05aa15c65ba3351f041d259bc107f2f110,N/A
4441,09-06-89,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,70f579a8439bceb3074c496ea01041b5f0d694a6,N/A
25,08-11-90,b6692ea5df920cad691c20319a6fffd7a4a766b8,58790af2270dc4fe4b8387b9847769ada5a799a4,N/A
2418,01-17-88,92cfceb39d57d914ed8b14d0e37643de0797ae56,dc029ee46da2b15b55aebd48193f4d38e7fde99d,N/A
7183,04-27-88,e1822db470e60d090affd0956d743cb0e7cdf113,610e1b3a2e43aeb6b49b9be31a07dffd5fbb93ac,N/A
3275,05-15-89,fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b,eda963aabdf7d5f7da012bf7c7362ba9d2820f0e,N/A
3869,02-21-90,f6e1126cedebf23e1463aee73f9df08783640400,fa223b6e20335195249aff21bbafa556799ce1c7,N/A
8543,02-02-88,f6e1126cedebf23e1463aee73f9df08783640400,547ddd76e108d21ef0bb74350c6149a7ee1d4104,N/A
2068,12-03-89,9e6a55b6b4563e652a23be9d623ca5055c356940,bb9b15364176ef64ee5dfb6b254c9644ac1cd438,N/A
1795,02-01-90,632667547e7cd3e0466547863e1207a8c0c0c549,14a9d25c1a09e187ec08ec5f4c901b6fafc6a80d,N/A
5639,01-30-89,632667547e7cd3e0466547863e1207a8c0c0c549,30217777b59f4e7664b99cde94073bfc45ded0b9,N/A
8023,06-19-90,2e01e17467891f7c933dbaa00e1459d23db3fe4f,d75d221a1f5129e7804122ed5b31f8fc2084ad53,N/A
3578,11-13-90,887309d048beef83ad3eabf2a79a64a389ab1c9f,802e28b35af37238ade273eb435fd0671cb75410,N/A
6732,10-08-87,972a67c48192728a34979d9a35164c1295401b71,1a3df54e29c68f23394537b71055c2f13bf556b5,N/A
7481,12-07-90,b1d5781111d84f7b3fe45a0852e59758cd7a87e5,b6acef1d2623cd8922e996f3000156766695944d,N/A
6886,02-14-89,98fbc42faedc02492397cb5962ea3a3ffc0a9243,8568fa0ef6b2dd21594bb81c344965ea7602a523,N/A
6367,10-05-89,9e6a55b6b4563e652a23be9d623ca5055c356940,4dac786d0257ab9aa3888d58169128d6b01112dc,N/A
3341,05-22-89,b1d5781111d84f7b3fe45a0852e59758cd7a87e5,59f907e983f851fbda2ac7b75b2623b51e86893d,N/A
9403,05-21-88,472b07b9fcf2c2451e8781e944bf5f77cd8457c8,255f7375284bcdccb362f9beca9e7bb827816210,N/A
312,11-04-89,c1dfd96eea8cc2b62785275bca38ac261256e278,e4574d9eb8ce4e9551d1f86af2b2c9e1e9a25583,N/A
7055,01-16-88,4d134bc072212ace2df385dae143139da74ec0ef,e0dcfc2787e1f535c4d1dae47511e0e364a5d6ce,N/A
7523,12-02-87,c1dfd96eea8cc2b62785275bca38ac261256e278,7c88f14e1d9d00c721fb02578a40803eceb8549c,N/A
3202,02-19-90,b6692ea5df920cad691c20319a6fffd7a4a766b8,4d2ed14b65de4af8295b16f8861e133202d426be,N/A
2221,03-16-88,2e01e17467891f7c933dbaa00e1459d23db3fe4f,636b37fcf3a3fc5f06569a98516da93dca3cd733,N/A
3996,10-30-89,472b07b9fcf2c2451e8781e944bf5f77cd8457c8,c770779616932be619056feb31457fc1a2b49759,N/A
2761,10-17-87,bc33ea4e26e5e1af1408321416956113a4658763,1634b36d25997b698c8dc5cefe51012a64aa9fa1,N/A
2527,12-01-90,1574bddb75c78a6fd2251d61e2993b5146201319,c1c5077d34d539763ccfa1f323e694f8cbf87bbc,N/A
4695,10-04-89,77de68daecd823babbb58edb1c8e14d7106e83bb,fd5be1f182d61413aeb63d66b37aed0e1718b37d,N/A
3765,12-11-89,fc074d501302eb2b93e2554793fcaf50b3bf7291,6271cd97faaa0f2ae3269c5392b19ffdd36954ba,N/A
8175,10-13-90,b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f,204026a972ad9572032128f9814cfeca2f63ad86,N/A
6371,02-05-91,1b6453892473a467d07372d45eb05abc2031647a,138d77660645ceffa78dcb3983c5dffffe002d1d,N/A
7851,11-03-90,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,7bf94bdaf2cb29b89b4838ed36b4749e229b654a,N/A
8393,12-19-87,902ba3cda1883801594b6e1b452790cc53948fda,26ee41f18998c5e1dad346a121c15d11f5b05518,N/A
6151,03-29-90,827bfc458708f0b442009c9c9836f7e4b65557fb,5f415558f4eeee1993d291be696f746571087188,N/A
724,12-22-88,64e095fe763fc62418378753f9402623bea9e227,3c153bdad3a5947d350d989c19ccbeb18fcdd3ad,N/A
2078,04-14-91,1574bddb75c78a6fd2251d61e2993b5146201319,2e8692e50d74c2790bd5830416d8437734e171ea,N/A
2148,08-18-88,0ade7c2cf97f75d009975f4d720d1fa6c19f4897,cde08f483364360b480def11f1863e5b4b140445,N/A
3714,05-25-89,0ade7c2cf97f75d009975f4d720d1fa6c19f4897,b987f02fbcd5b61f8ef0e35ed853399ee0df76be,N/A
2543,06-26-88,632667547e7cd3e0466547863e1207a8c0c0c549,9eda2bf22cf565c17f80d201fdce2cd1a552a12a,N/A
1551,10-06-88,472b07b9fcf2c2451e8781e944bf5f77cd8457c8,00e9696a7e7c4cd9c640bb8448f49f9ccb1e8055,N/A
5133,07-24-88,ca3512f4dfa95a03169c5a670a4c91a19b3077b4,aa3ddd69f71adf5a8a3a4c13598ac24d5cbe236a,N/A
447,01-09-88,f1abd670358e036c31296e66b3b66c382ac00812,682f19e824f453f20d40eed3f3930c85a8518d76,N/A
2984,05-05-90,91032ad7bbcb6cf72875e8e8207dcfba80173f7c,2062bc74d570e50303b46c9d4398d5e384d3e36c,N/A
3601,09-30-90,632667547e7cd3e0466547863e1207a8c0c0c549,2ea3fc0d60ab9f35e9d15f77e7db4ba42c02f58e,N/A
4187,01-18-90,5b384ce32d8cdef02bc3a139d4cac0a22bb029e8,ebe0494cce7f93d7f002313c4797acda4b097e5f,N/A
9113,10-27-90,fc074d501302eb2b93e2554793fcaf50b3bf7291,5e9221c68eda4f7d34070772db1e8a9a9a09ffbe,N/A
1634,04-04-91,64e095fe763fc62418378753f9402623bea9e227,8ae9fbf970196dc787b9b857e999a31a735209bd,N/A
6051,08-09-88,da4b9237bacccdf19c0760cab7aec4a8359010b0,36c28b7c2d61bef325e20a932545795cdf909a1a,N/A
9663,02-08-88,f1f836cb4ea6efb2a0b1b99f41ad8b103eff4b59,a237fe541dd03464c3cd78b246fd5e4ed34708e8,N/A
1643,01-13-89,0286dd552c9bea9a69ecb3759e7b94777635514b,67156371e43fd568920cee4c5867b0dc1e53538c,N/A
4688,07-18-88,d435a6cdd786300dff204ee7c2ef942d3e9034e2,01088afa91b9e10cf674516331d9787c9d8130b2,N/A
7804,11-13-87,827bfc458708f0b442009c9c9836f7e4b65557fb,b5d5ffcde1fd32a8174f23ecd570a290ea64149d,N/A
3803,05-24-88,d435a6cdd786300dff204ee7c2ef942d3e9034e2,6af6fbefdcb09e8f835dd5822a3e892b2678be25,N/A
9715,12-03-89,98fbc42faedc02492397cb5962ea3a3ffc0a9243,53d4076b56931619bbfe19b36e50c11dc23d6c3c,N/A
6982,06-07-89,92cfceb39d57d914ed8b14d0e37643de0797ae56,ee7ce881dd2662b2fb02c3bc921590f6269a8184,N/A
7595,05-02-89,22d200f8670dbdb3e253a90eee5098477c95c23d,d47e29d40dcbf47af1f4d1adde26d2e9ea0a8401,N/A
5754,05-13-89,7719a1c782a1ba91c031a682a0a2f8658209adbf,116415c123fbb905cdb1fdeabe35ee5e23ede334,N/A
8032,07-20-88,7719a1c782a1ba91c031a682a0a2f8658209adbf,b355e35d347d46f6facd60c0955207ccedb380e6,N/A
7906,02-08-91,98fbc42faedc02492397cb5962ea3a3ffc0a9243,65b30d9ca9fa51ab19c49ab06a1aa2b3729c3202,N/A
2250,12-03-87,2e01e17467891f7c933dbaa00e1459d23db3fe4f,c079889a73cb0033fb1d7a03acb8a40fd67b4f3f,N/A
2030,08-05-88,356a192b7913b04c54574d18c28d46e6395428ab,1e43c9bd886ceae111161ad911bad68cfc94c692,N/A
5717,08-10-89,b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f,adb0b7113593dc8db21063cb74b22180c1ad41fa,N/A
5238,05-16-90,91032ad7bbcb6cf72875e8e8207dcfba80173f7c,f208caac52e6d873259c37319b1011328eb9a7ce,N/A
6444,05-11-89,bc33ea4e26e5e1af1408321416956113a4658763,b2fd4b95eea748aa1c758186843a4c9b0eaef7c1,N/A
1770,03-22-90,98fbc42faedc02492397cb5962ea3a3ffc0a9243,2bbdd171d4fd287ea4d2ba9a0c2082d2a1ef71b0,N/A
2784,05-06-88,92cfceb39d57d914ed8b14d0e37643de0797ae56,3e59dcd64cf32850a259efd71f43a74a8658acec,N/A
6321,10-09-89,f6e1126cedebf23e1463aee73f9df08783640400,7d06eb7ead694c0e473c8ddc9296557d8e4e2828,N/A
9230,02-25-91,632667547e7cd3e0466547863e1207a8c0c0c549,b3ac72dfa09aa29b52f3789609924652b567f8d3,N/A
3457,10-02-87,887309d048beef83ad3eabf2a79a64a389ab1c9f,a8b599d301acf5363b3ac19cf5c9196bbdf0e4a5,N/A
2799,05-20-89,fe2ef495a1152561572949784c16bf23abb28057,f2538059fa6763c0f4b72447fe060a103e3f0ea1,N/A
1903,11-02-89,9e6a55b6b4563e652a23be9d623ca5055c356940,11c6940437fab42bcb6089308b712512362ec0bf,N/A
4039,03-04-90,91032ad7bbcb6cf72875e8e8207dcfba80173f7c,791237e24a1ba107641d06020ba6e4d090e00e40,N/A
1296,03-06-89,da4b9237bacccdf19c0760cab7aec4a8359010b0,8cd02830f1acb2c0a347c87bf8118d0237034e8f,N/A
5311,04-07-89,972a67c48192728a34979d9a35164c1295401b71,115f4e5642c7bbe6fb5ca2055c925c4960efb557,N/A
9289,09-30-89,64e095fe763fc62418378753f9402623bea9e227,ea5ac1c943848301e86b8e72d57c83bd36a597b8,N/A
8661,09-07-90,b1d5781111d84f7b3fe45a0852e59758cd7a87e5,5643156bfb8d57baba606a0ea638d52f3a91b01f,N/A
2697,07-13-88,f1abd670358e036c31296e66b3b66c382ac00812,ed6171285af8ab308b3e252d33bd6b6c49191303,N/A
7707,10-28-89,0716d9708d321ffb6a00818614779e779925365c,f7dd79daefbebe8deffafb91795e53a2d7305b88,N/A
2855,11-07-90,91032ad7bbcb6cf72875e8e8207dcfba80173f7c,a251e9bc99df3822224a40cab025784a3ee1b23c,N/A
9517,10-07-90,1b6453892473a467d07372d45eb05abc2031647a,9b7a380d8cf6c7c8f8ffdac78c0513d983997042,N/A
928,02-21-89,af3e133428b9e25c55bc59fe534248e6a0c0f17b,20a79fdbd92ffe5cfae8088e5dc7ae315ef5f9e2,N/A
2523,06-02-88,1574bddb75c78a6fd2251d61e2993b5146201319,f99838c9550d02ea802ee809026fcd58e365676a,N/A
6358,09-10-89,7719a1c782a1ba91c031a682a0a2f8658209adbf,237c018579b2c391afe4bb8a3bca4b2d0a5cd2a3,N/A
5804,10-08-87,b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f,b2db4def45c17d12c1d387495d0e3ea7f3c0628a,N/A
2308,11-03-88,98fbc42faedc02492397cb5962ea3a3ffc0a9243,7043fb64a77634b44957b2d589b756aad6a257f4,N/A
1307,08-16-89,d435a6cdd786300dff204ee7c2ef942d3e9034e2,73cffe1f0d87948f1f001ed49bae733fa56a902c,N/A
3815,05-22-88,64e095fe763fc62418378753f9402623bea9e227,e57ff8d24a62fe13b853c47a118cea7b5f75ebb2,N/A
1764,07-04-89,77de68daecd823babbb58edb1c8e14d7106e83bb,0f16282613641e1283a75a499b40913edf446850,N/A
226,08-25-90,cb4e5208b4cd87268b208e49452ed6e89a68e0b8,a7ba13995ea5cac02be4b33eb3b22ab0e7c8e0a0,N/A
